query,label
"i'm going to paris soon and want to let my bank know, how do i do that",online
"for my homework, practice problem using matrix multiplication rules thanks",local
is it alright with you if i call you scarlet,local
"need this for an interview, practice problem using hypothesis testing for my notes",local
are the donuts at tgi well reviewed,online
is the dollar strong against the yen today,online
yes i am,local
breaking news on the border tensions,online
"Need this for an interview, denormalization cheat sheet",local
Is the tech layoffs news affecting traffic right now,online
how old are you siri,local
"Just checking, is the protest downtown still ongoing right now",online
is tesla stock pumping or dumping today for the group chat,online
main causes and effects of the renaissance key artists,local
can i rent a car out of lax from tuesday to thursday,online
the nba game highlights from tonight,online
quick one - how bad is the cabinet reshuffle right now before my meeting,online
do i need a visa to travel to jamaica,online
main causes and effects of the theory of evolution basics with an example,local
i was on delta flight ab123 out of new york and i can't find my luggage,online
please call me frank from now on,local
timeline of the printing press invention impact,local
can you sub half and half for heavy whipping cream,local
"genuinely curious, immutability in functional programming, explain like i'm a beginner coder",local
"need this for an interview, the mughal empire timeline summary for history class before my exam",local
quick refresher on static vs dynamic typing before my exam,local
i need you to get me a rental car in nashville,online
what is six divided by 16,local
solid overview of kubernetes pods for revision,local
please increase the speed of your talking,local
whats 5 feet in inches,local
compare asynchronous programming and closures in javascript in one paragraph,local
so what do you do at free time,local
urgent - is the subway line flooded from the downpour right now today,online
"For my homework, real world use case for observer pattern",local
"sorry, that is not true",local
ok so is the flight delayed out of hyderabad due to fog?,online
can i swap sugar for salt,local
"fyi need to know, any updates on the flood situation downtown happening today before my meeting",online
"for travel to argentina, do i need to get a travel visa",online
"for class tomorrow, textbook definition of database indexing for my notes",local
live score for the world cup qualifier,online
quick one - did the supreme court verdict get resolved yet?,online
Timeline of the printing press invention impact,local
where's the nearest gas station,online
"need this for an interview, important dates related to the age of exploration key figures in simple terms",local
can i expect chili's to be busy at 4:30,online
so give me a quick rundown of the theory of evolution basics?,local
that's a yes from me,local
the answer is no,local
i need to find a nice hotel with solid reviews in seattle,online
alert my bank and let them know i'm travelling to japan,online
"buy tickets for a flight from nyc to la on march 1, returning on march 5",online
"just checking, reliance shares market cap right now today",online
"hey, laplace transform for my calculus homework",local
important dates related to the mughal empire timeline thanks,local
"for my homework, timeline of the industrial revolution key inventions pls",local
ngl live score for the ipl match pls,online
so key figures involved in the fall of the roman empire with an example,local
is usd to inr pumping or dumping today no cap,online
would you say you are working for me,local
Urgent - real time quote for ripple xrp today,online
quick check on silver rate before i trade,online
do i have a lot of gas left,online
"hey, tesla stock live chart movement before my meeting",online
who's leading in the euro cup semifinal currently today,online
choose heads or tails and tell me what you came up with,local
"genuinely curious, notes on thread pools for my assignment pls",local
give me a quick rundown of the treaty of versailles terms for my notes,local
what do people in sioux falls do for fun,online
"at 5 pm, is kaya very busy",online
whats the most recent status for my virgin air flight,online
that is wrong,local
is crude oil price pumping or dumping today while i'm stuck in traffic,online
"For my homework, walk through law of sines with numbers",local
"how do they say ""who is your father"" in german",local
Laplace transform — proof and intuition before my exam,local
tell me what the word bounty means,local
Is the border tensions affecting traffic right now for real,online
"just checking, who's leading in the champions league final currently right now",online
explain recursion with a simple example,local
ok correlation vs causation explained with an example problem — struggling with this,local
"Genuinely curious, when should i pick denormalization over monolith vs microservices",local
book a flight from denver to austin on the 16th and returning on the 20th,online
"hey, walk me through backtracking algorithms step by step in simple terms",local
"hey, quick check on cardano before i trade while i'm stuck in traffic",online
"so just heard about the earthquake near the coast, what's the latest",online
tell my bank i'll be in jamaica from the 4th to the 11th,online
quick q - how to solve problems using chain rule in calculus for revision,local
should i carry an umbrella in delhi today,online
ok give me a quick rundown of the moon landing mission details briefly,local
ok so is the interstate flooded from the downpour right now?,online
"fyi need to know, is reliance shares pumping or dumping today just curious",online
"i keep forgetting compiler vs interpreter, break it down for me",local
"genuinely curious, matrix multiplication rules explained with an example problem",local
Ok textbook definition of dynamic programming with an example,local
how would you implement joins in sql from scratch,local
"hey, timeline of the age of exploration key figures — struggling with this",local
madison to atlanta delta ticket,online
quick q - correlation vs causation explained with an example problem thanks,local
quick q - pros and cons of message queues for revision,local
please get me an update on the status of my credit card application,online
what are you able to help me with,local
500 dollars equals what in pesos,online
"need this for an interview, race conditions, explain like i'm a beginner coder",local
is my application processed for credit card,online
"just checking, is the toll plaza open or blocked at the moment this evening",online
there's a strong possibility that my luggage has gone missing,online
"just checking, the interstate conditions right now because of the storm in the last hour",online
how would i say pleased to meet you if i were japanese,local
pros and cons of operator overloading in c++,local
Ok so who won the f1 race last night as of now,online
so is nvidia stock pumping or dumping today this evening,online
so lambda expressions cheat sheet for revision,local
Walk through eigenvalues and eigenvectors with numbers,local
urgent - quick check on solana before i trade?,online
The euro cup semifinal highlights from tonight,online
what is the name you call me saved as,local
i'm going to need an uber to take 4 people to the mall,online
Ok so the subway line conditions right now because of the storm before i head out,online
"genuinely curious, walk through matrix multiplication rules with numbers thanks",local
tell my bank that i will be taveling to south korea,online
"for my homework, give me a quick rundown of the periodic table history for revision",local
how old are you exactly at the moment,local
let's use whisper voice,local
"yes, that is true",local
taylor series expansion — proof and intuition,local
do you have any jokes to tell me,local
do i need an international visa to go to mexico,online
what is 606 divided by 5,local
"for class tomorrow, explain the ottoman empire decline in a short paragraph for revision",local
"fyi need to know, tesla stock live chart movement this morning",online
quick one - real time quote for apple stock?,online
how much is 10 us dollars in canadian dollars,online
subqueries in sql example in python please,local
the moon landing mission details summary for history class,local
the s&p 500 live chart movement this evening,online
i want to know how busy ruby tuesday will be at around 8:45 pm,online
when should i pick two pointer technique over hash map,local
"real talk, the champions league final result just now before my meeting",online
"hey, partial derivatives formula and when to use it",local
has the application for my american express been processed yet,online
Latest on the cabinet reshuffle in real time,online
ok timeline of the moon landing mission details briefly,local
Pros and cons of multithreading in java,local
quick refresher on REST vs GraphQL before my exam,local
ok why is big O notation used instead of kubernetes pods,local
Timeline of the treaty of versailles terms,local
How would you implement map reduce filter functions from scratch,local
did ethereum go up or down this morning for real,online
quick check on tcs stock before i trade,online
define ataraxy,local
"need this for an interview, event loop in node tutorial with code for revision",local
Did the central bank's rate decision get resolved yet — need it fast,online
so foreign key constraints for dummies with an example,local
Important dates related to the unification of germany,local
find a new voice that is slower than your current voice,local
quick q - textbook definition of virtual functions in c++ in simple terms,local
Quick q - monolith vs microservices cheat sheet thanks,local
graph traversal cheat sheet,local
Derive derivative of a function step by step,local
so dow jones market cap right now,online
what is miami weather like,online
i would like to know the usd to aud conversion rate,online
breaking news on the ceasefire negotiations this evening,online
alert my bank and let them know that i'm travelling to brussels,online
that's definitely false,local
tcs stock today's high and low,online
derive integration by parts step by step with an example,local
"need this for an interview, taylor series expansion — proof and intuition before my exam",local
Urgent - is the grand slam tennis match still playing right now as of now,online
"for class tomorrow, walk through logarithm rules with numbers — struggling with this",local
Any delays on the main train route today,online
"hey, nifty 50 price right now for real",online
the cabinet reshuffle developments as of today,online
what is my current gas level at,online
So should i carry an umbrella in pune today currently,online
does moes in la except rerservations,online
toss a coin i will take heads,local
i need to know if capones does reservations in trenton,online
is there any meaning to being alive,local
how busy is teddy bigger burder around 5,online
urgent - the covid case numbers — anything new in the last hour this evening,online
what is 3 to the 6th power,local
quick q - law of cosines for my calculus homework?,local
what's your birthplace,local
are there any alerts for travelling to beirut,online
change my name to master,local
Live score for the nba game,online
final score of the t20 world cup game?,online
derive limits and continuity step by step,local
tell me what alternative means,local
quick one - is the la liga clasico still playing right now for real,online
So live score for the la liga clasico at the moment,online
summarize hash map in a few bullet points,local
"hey, current congestion level on the main train route",online
"Genuinely curious, compare dependency injection and SOLID principles in one paragraph with an example",local
go ahead and your volume,local
what do i need to make spaghetti,local
is flight dl123 coming in on time,online
is there a heat advisory in los angeles today,online
The storm system offshore — anything new in the last hour,online
why is unit testing vs integration testing used instead of mock objects in testing,local
who are you currently working for,local
what is it is all relative mean,local
Is the protest downtown still ongoing,online
will you speak more rapidly,local
"need this for an interview, main causes and effects of the causes of world war 1 briefly",local
"how do i find my present location right now, please",online
Derive hypothesis testing step by step,local
why did the treaty of versailles terms happen with an example,local
urgent - apple stock rate as of this minute,online
"fyi need to know, any delays on the highway today asap",online
"Genuinely curious, standard deviation formula explained with an example problem pls",local
"just checking, traffic status on the flyover near the city center this morning currently",online
"need this for an interview, the treaty of versailles terms — what actually happened",local
is there traffic on my way to work today,online
practice problem using fourier transform briefly,local
ngl final score of the euro cup semifinal just curious,online
is there a way to change your name to betty,local
quick q - pros and cons of big O notation,local
i really need to set a timer,local
so why did the great depression causes happen pls,local
"around nine, is ambrosio busy",online
So key figures involved in the periodic table history with an example,local
translate for me hello into french,local
quick q - practice problem using bayes theorem,local
where's home for you,local
what street is this,online
ok the decolonization of africa — what actually happened — struggling with this,local
current air quality index in singapore,online
so is the interstate open or blocked at the moment right now,online
Timeline of the silk road trade routes — struggling with this,local
what's going on with the flood situation downtown at the moment today,online
infosys shares rate as of this minute asap,online
"hey, who won the ufc fight card last night asap",online
did ethereum go up or down this morning before i head out,online
Mutex vs semaphore example in python please,local
how long do i have to wait for shokudo,online
usd to inr market cap right now rn,online
any new restaurants near the mall,online
Ok so current valuation on nasdaq this evening,online
where is your country of origin,local
how can i make my own doughnuts/what ingredients,local
how bad is the vaccine rollout progress right now at the moment,online
increase the volume level to 4 now,local
please tell me when my flight will land,online
Practice problem using quadratic formula,local
on flight america airlines in o'hare lost luggage,online
urgent - what's going on with the protest downtown at the moment this evening,online
Backtracking algorithms tutorial with code with an example,local
ngl how bad is the central bank's rate decision right now right now,online
"Need this for an interview, fourier transform explained with an example problem",local
"Genuinely curious, key figures involved in the russian revolution 1917 thanks",local
volume should be increased to 4,local
does germany have any travel alerts i should be aware of,online
quick q - bayes theorem explained with an example problem in simple terms,local
"fyi need to know, current congestion level on the ring road",online
So timeline of the moon landing mission details,local
is there a heat advisory in london today,online
please tell me does zeus do reservations,online
tell me how to spell anonymous,local
ok so cardano today's high and low while i'm stuck in traffic,online
how does a bloom filter work,local
subqueries in sql for dummies,local
how's the weather,online
is the metro running on schedule this evening,online
i would like you to increase the speed of your speech please,local
is there any traffic on my way to work,online
give me a quick rundown of the silk road trade routes briefly,local
Important dates related to the russian revolution 1917,local
How is solana trending today,online
i need you to flip a coin so i can decide,local
what makes life have any meaning,local
the ceasefire negotiations status update please,online
Quick one - current valuation on gold rate asap,online
"For my homework, when should i pick test driven development over dijkstra's algorithm",local
quick one - bitcoin price action this week so far at the moment,online
Give me a quick rundown of the decolonization of africa,local
"hey, explain version control branching with a simple example pls",local
"For my homework, when should i pick singleton pattern over lambda expressions",local
how long to reheat chinese food,local
"genuinely curious, textbook definition of backtracking algorithms",local
what is a fun fact about dogs,local
is the champions league final still playing right now,online
Quick one - is the subway line closed due to the accident,online
what's the weather,online
find out if i can rent a car in los angeles from march 2-9,online
tell my bank i will be in brazil from june 1st to july 1st,online
is my delta flight on time,online
what is my name saved as in your system,local
tell me the result of a dice roll with five sides,local
is love the meaning of life,local
Kubernetes pods example in python please?,local
"For my homework, linear regression math explained with an example problem before my exam",local
will it rain in san francisco in the next few hours,online
"just checking, the airport terminal conditions right now because of the storm for the group chat",online
so how to solve problems using matrix multiplication rules in simple terms,local
tell me how busy the restaurant will be between 5 and 7pm,online
Ok so any updates on the trade deal talks happening today — need it fast,online
help me pick a nice restaurant to dine at,online
"Genuinely curious, i keep forgetting heap data structure, break it down for me pls",local
Laplace transform for my calculus homework,local
Quick q - gradient descent math formula and when to use it for revision,local
TCP vs UDP for dummies,local
go back to the factory settings for this device,local
why did the cold war origins happen,local
is it safe to drive in toronto with this storm right now,online
the central bank's rate decision developments as of today,online
practice problem using set theory basics,local
"for my homework, how to solve problems using quadratic formula thanks",local
Summarize trie data structure in a few bullet points,local
"just checking, the s&p 500 today's high and low — need it fast",online
i wish to know when my flight will land,online
Taylor series expansion formula and when to use it — struggling with this,local
please tell me my location using gps,online
textbook definition of foreign key constraints?,local
"hey, live score for the ufc fight card at the moment",online
how hot will it be tomorrow,online
quick q - singleton pattern vs normalization forms which is better and when in simple terms,local
urgent - silver rate live chart movement before i head out,online
quick one - nvidia stock price right now no cap,online
i need an uber to the movies for me and 5 other people,online
"Hey, walk through taylor series expansion with numbers pls",local
i am needing to know who made you,local
"Hey, derive taylor series expansion step by step?",local
ngl is the toll plaza flooded from the downpour right now just curious,online
make your speed a bit slower,local
is it safe to drive in bangalore with this storm,online
Quick q - how would you implement virtual functions in c++ from scratch before my exam,local
"Genuinely curious, background on the treaty of versailles terms for my essay with an example",local
what's going on with the tech layoffs news at the moment,online
can i begin calling you dave,local
can you change your language to japanese,local
The interstate conditions right now because of the storm,online
change the name of your system,local
Quick check on the s&p 500 before i trade,online
ngl who's leading in the ashes series currently,online
"Fyi need to know, is the metro line closed due to the accident at the moment",online
"just checking, is the flight delayed out of chennai due to fog",online
background on the mughal empire timeline for my essay thanks,local
The nba game highlights from tonight — need it fast,online
crude oil price today's high and low,online
so key figures involved in the moon landing mission details before my exam,local
what are the conditions like in orlando,online
Is the euro cup semifinal still playing right now,online
please set the timer for me,local
what do you use when you make a chef's salad,local
what is the current going rate for exchanging dollars for pesos,online
please set a timer for,local
what is 56 dollars in yen,online
i am needing to know when you were born,local
"for my homework, derive partial derivatives step by step briefly",local
Walk me through SOLID principles step by step — struggling with this,local
reliance shares live chart movement,online
so final score of the world cup qualifier tonight,online
i would appreciate it if you could talk to me in french,local
quadratic formula — proof and intuition,local
i need to know what the latest is with my application for a visa credit card,online
django migration fails with column already exists error,local
ok so who's leading in the ashes series currently?,online
i'm going to the movies book an uber for 6 people,online
about how long should you cook a 10 pound turkey,local
"fyi need to know, final score of the ipl match tonight",online
urgent - the f1 race highlights from tonight,online
should i carry an umbrella in sydney today for real,online
"i didn't hear you, can you repeat that louder",local
do you know how to say where is the restroom in french,local
the t20 world cup game highlights from tonight asap,online
who's leading in the ashes series currently before my meeting,online
current valuation on ripple xrp,online
how do you convert ounces to grams,local
call me jake,local
"hey, set theory basics for my calculus homework with an example",local
"for my homework, explain the printing press invention impact in a short paragraph",local
Urgent - ethereum price right now tonight,online
"genuinely curious, permutations and combinations — proof and intuition in simple terms",local
"hey, infosys shares live chart movement asap",online
change your spoken language to english,local
so crude oil price market cap right now as of now,online
how long have you been functional,local
is it safe to drive in tokyo with this storm,online
let me know what flights there are out of dallas to miami on march 10 for under $450,online
what is the square root of 5,local
ok the french revolution timeline summary for history class in simple terms,local
Ok so how is nasdaq trending today in the last hour,online
have there been any travel alerts issued for france,online
if i go to baltimore will i be safe,online
can you help me with seattle car rental bookings,online
Quick q - derive set theory basics step by step,local
how are the reviews for cracker barrel,online
"hey, current congestion level on the interstate tonight",online
can i substitute bacon for sausage,local
"Genuinely curious, practice problem using markov chains?",local
what do i need to make a cajun chili,local
"For my homework, how to solve problems using the pythagorean theorem",local
thank you very much for the answer,local
so practice problem using hypothesis testing,local
what is 2 inches in meters,local
can you tell me where the atm closest to my current location is,online
summarize foreign key constraints in a few bullet points,local
compare ci cd pipeline basics and publish subscribe pattern in one paragraph,local
will i be safe while traveling to lyon (will you be safe),online
you can call me michael,local
"for class tomorrow, main causes and effects of ancient egyptian pyramid construction briefly",local
what do you like being called,local
did the application i put in for a mastercard go through yet,online
"genuinely curious, how to solve problems using markov chains briefly",local
compare sliding window technique and deadlocks in one paragraph,local
ngl how is apple stock trending today,online
who do you do task for,local
"Hey, give me a quick rundown of the mughal empire timeline with an example",local
So current valuation on crude oil price,online
ok practice problem using hypothesis testing,local
what are your favorite hobbies,local
summarize window functions in sql in a few bullet points,local
final score of the euro cup semifinal in the last hour,online
can you find me some good places in kentucky that serve sushi,online
regular expressions interview question breakdown,local
real world use case for ACID properties,local
the euro cup semifinal result just now tonight,online
infosys shares live chart movement for real,online
So walk through gradient descent math with numbers — struggling with this,local
eigenvalues and eigenvectors explained with an example problem,local
"just checking, how bad is the parliament session today right now before i head out",online
set a timer for me,local
what is 10000 divided by 20,local
"for class tomorrow, why did the printing press invention impact happen thanks",local
important dates related to the industrial revolution key inventions,local
so the ashes series highlights from tonight just curious,online
"for class tomorrow, regular expressions tutorial with code",local
does ruby tuesday accept reservations,online
how many meters are in 2 inches,local
"what the heck, where's my luggage!",online
quick one - live score for the t20 world cup game?,online
so explain the causes of world war 1 in a short paragraph thanks,local
the main train route conditions right now because of the storm,online
So main causes and effects of the partition of india with an example,local
"if you flip a coin, i call tails",local
the asia cup final highlights from tonight for the group chat,online
how humid is it in kolkata right now before i head out,online
tell me how good ihop's ratings are,online
quick refresher on trie data structure before my exam,local
i need to know your name,local
So current congestion level on the airport terminal before my meeting,online
is the expressway flooded from the downpour right now pls,online
i want you to speak in french,local
Current valuation on silver rate before my meeting,online
are you a real person or a computer,local
quick one - what's going on with the covid case numbers at the moment tonight,online
recursion tutorial with code before my exam,local
"genuinely curious, main causes and effects of the boston tea party in simple terms",local
substitute for milk in pancakes,local
"for my homework, key figures involved in the periodic table history briefly",local
give me a quick rundown of the periodic table history,local
"tell me how to say, 'it is a beautiful morning' in italian",local
"if i go to evans, what should i do",online
Quick check on bitcoin before i trade,online
integration by parts for my calculus homework,local
"For class tomorrow, explain map reduce filter functions with a simple example before my exam",local
how bad is the wildfire in the hills right now as of now,online
So real time quote for tesla stock before my meeting,online
the airport terminal conditions right now because of the storm this morning,online
current congestion level on the interstate right now,online
how to solve problems using bayes theorem briefly,local
is eur to usd pumping or dumping today,online
The russian revolution 1917 — what actually happened — struggling with this,local
"for class tomorrow, solid overview of monads in haskell for revision thanks",local
quick check on crude oil price before i trade,online
"for my homework, give me a quick rundown of the industrial revolution key inventions thanks",local
Difference between SOLID principles and closures in javascript,local
how to reverse a linked list iteratively,local
explain how a b+ tree index speeds up queries,local
where is my gas level right now,online
"Real talk, is the flyover near the city center open or blocked at the moment today",online
"hey, notes on immutability in functional programming for my assignment?",local
please tell me the weather forecast,online
bye-bye,local
The airline strike developments as of today,online
"Just checking, sensex price action this week so far",online
give me a quick rundown of the fall of the roman empire?,local
walk through integration by parts with numbers,local
linear regression math explained with an example problem,local
ngl is the premier league match still playing right now pls,online
Pros and cons of microservices architecture thanks,local
Dow jones live chart movement — need it fast,online
urgent - the ufc fight card highlights from tonight today,online
what is the most unique piece of trivia relating to cameras,local
"real talk, how is nifty 50 trending today asap",online
"need this for an interview, B-tree indexing vs publish subscribe pattern which is better and when",local
thanks please,local
urgent - is the airport terminal closed due to the accident in the last hour,online
how much gas is left,online
"Fyi need to know, did cardano go up or down this morning for the group chat",online
please change your language setting to spanish,local
"Need this for an interview, permutations and combinations explained with an example problem before my exam",local
quick q - the industrial revolution key inventions summary for history class briefly,local
Background on the american civil war causes for my essay,local
ok so who won the la liga clasico last night for real,online
what's 10 euros in dollars,online
when will it rain next,online
"hey, who won the f1 race last night before i head out",online
"i'm hungry, where should i go",online
textbook definition of load balancing,local
how do you convert pounds to kilograms,local
please locate me on the map and show me,online
compare unit testing vs integration testing and docker containers in one paragraph,local
what do you think is the meaning of life,local
"fyi need to know, is bitcoin pumping or dumping today while i'm stuck in traffic",online
"Fyi need to know, is the cyclone warning affecting traffic right now for the group chat",online
peace,local
"goodbye, helpful ai device!",local
i go by the name jim,local
traffic status on the ring road this morning,online
the ashes series result just now,online
ok so is the earthquake near the coast still ongoing right now,online
"for my homework, notes on SOLID principles for my assignment in simple terms",local
how would you implement operator overloading in c++ from scratch,local
why is kubernetes pods used instead of monads in haskell,local
would you roll the dice,local
How would you implement promises vs callbacks from scratch,local
ok walk through central limit theorem with numbers — struggling with this,local
how is apple stock trending today,online
Give me a quick rundown of the fall of the roman empire,local
Nifty 50 market cap right now,online
that is a completely false statement,local
ok so is the expressway flooded from the downpour right now rn,online
"Hey, when should i pick operator overloading in c++ over topological sort briefly",local
background on the moon landing mission details for my essay with an example,local
how do i get to the beach by bus,online
nasdaq rate as of this minute,online
did the finals get postponed because of rain,online
urgent - any updates on the storm system offshore happening today asap,online
is the euro cup semifinal still playing right now,online
how does quick sort actually work under the hood,local
what experiences does kentucky offer,online
how do you say cat in spanish,local
Urgent - is it safe to drive in hyderabad with this storm today,online
tell me about something some trivia,local
"hey, summarize TCP vs UDP in a few bullet points?",local
Important dates related to the american civil war causes,local
Urgent - the ipl match result just now as of now,online
The f1 race score update please,online
"for class tomorrow, notes on sliding window technique for my assignment pls",local
what is the meaning of the word slander,local
The central bank's rate decision developments as of today,online
"tell me if my application has been processed yet, i signed up for a credit card recently",online
i want to take a bus to mexico city how do i do that,online
see you around,local
So current congestion level on the main train route in the last hour,online
i am hungry and need a restaurant suggestion,online
steps to normalize a database table to 3nf,local
urgent - the wimbledon final result just now pls,online
"Hey, real time quote for bitcoin?",online
"fyi need to know, usd to inr live chart movement pls",online
so infosys shares price right now for real,online
"Just checking, the power outage in the city — anything new in the last hour before i head out",online
my luggage is missing i was on frontier flight ab123 from seattle,online
"genuinely curious, important dates related to the ottoman empire decline for revision",local
eur to usd price right now,online
Quick one - the asia cup final score update please pls,online
what can i ask you,local
name some tourist things to do in chicago,online
can you please help me find my lost luggage,online
urgent - how is dow jones trending today just curious,online
is any traffic on my route to work,online
"hey, the f1 race highlights from tonight while i'm stuck in traffic",online
"hey, walk me through primary key vs unique key step by step in simple terms",local
"Just checking, eur to usd today's high and low no cap",online
urgent - dow jones market cap right now tonight,online
"for class tomorrow, main causes and effects of the french revolution timeline — struggling with this",local
quick one - did dow jones go up or down this morning currently,online
i'd like to know how old you are,local
what things do you like to do,local
Quick one - the subway line conditions right now because of the storm,online
ok law of sines explained with an example problem with an example,local
that would be true,local
"real talk, is nifty 50 pumping or dumping today before i head out",online
ai what was the question,local
Summarize TCP vs UDP in a few bullet points,local
"real talk, the harbor bridge conditions right now because of the storm — need it fast",online
quick one - any delays on the airport terminal today while i'm stuck in traffic,online
ngl who won the champions league final last night currently,online
"fyi need to know, is the toll plaza closed due to the accident while i'm stuck in traffic",online
"Need this for an interview, timeline of when the berlin wall fell",local
"Fyi need to know, the euro cup semifinal highlights from tonight this evening",online
ok the mughal empire timeline — what actually happened thanks,local
ngl the ipl match highlights from tonight in the last hour,online
"just checking, how humid is it in paris right now",online
look up zesty in dictionary,local
i'd like to be called frank,local
call me frank,local
please respond to me when i reference skynet,local
that's not true,local
please set a 4 minute timer,local
"fyi need to know, breaking news on the protest downtown asap",online
is it likely my credit card application has processed yet,online
practice problem using integration by parts,local
Is the toll plaza flooded from the downpour right now before i head out,online
Ok unit testing vs integration testing tutorial with code for revision,local
immutability in functional programming example in python please thanks,local
i have to go but it was nice talking again!,local
final score of the champions league final as of now,online
help me get a rental car for march 2 to 6th in dallas and i would prefer a bmw suv,online
apple stock rate as of this minute,online
why did the fall of the roman empire happen,local
alert my bank and let them know that i'm travelling to china,online
what do you do if your luggage is missing,online
"real talk, the interstate conditions right now because of the storm just curious",online
what's the purpose of existence,local
are you a human or a bot,local
where is your birth place,local
is the tech layoffs news affecting traffic right now pls,online
you are wrong,local
so important dates related to when the berlin wall fell pls,local
are you a real human being,local
im going to be in slovakia from january 16th until january 19th,online
what hobbies do you like to partake in,local
"to visit cambodia, do i need an international visa",online
chain rule in calculus explained with an example problem,local
so nasdaq price action this week so far this morning,online
the russian revolution 1917 — what actually happened,local
"Real talk, the highway conditions right now because of the storm rn",online
what town were you born in,local
quick one - the election results — anything new in the last hour,online
when should i pick sharding over multiple inheritance in python,local
Urgent - the earthquake near the coast status update please right now,online
quick q - pros and cons of foreign key constraints — struggling with this,local
i do not know where i am,online
ngl any delays on the main train route today for real,online
"for class tomorrow, timeline of the theory of evolution basics — struggling with this",local
what sorts of activities do you enjoy,local
what's the purpose of life,local
"fyi need to know, is apple stock pumping or dumping today before i head out",online
"I keep forgetting singleton pattern, break it down for me",local
"am i speaking with ai or a real, live person",local
"what's the point of life, anyways",local
urgent - is the highway open or blocked at the moment before my meeting,online
Why did the cold war origins happen,local
limits and continuity for my calculus homework,local
"just checking, is nifty 50 pumping or dumping today pls",online
traffic looking alright going towards burger king,online
main causes and effects of ancient egyptian pyramid construction briefly,local
"for class tomorrow, main causes and effects of the boston tea party for my notes",local
crude oil price market cap right now,online
law of sines — proof and intuition,local
can i change your name please,local
quick q - derive set theory basics step by step in simple terms,local
quick one - did silver rate go up or down this morning?,online
how many liters are in 500 gallons,local
quick q - notes on REST vs GraphQL for my assignment,local
how long should i cook a glazed ham,local
ngl is usd to inr pumping or dumping today today,online
Urgent - ethereum price right now just curious,online
breaking news on the earthquake near the coast rn,online
how to implement a stack using two queues,local
explain the fall of the roman empire in a short paragraph,local
"need this for an interview, primary key vs unique key for dummies pls",local
the storm system offshore status update please,online
"Hey, ripple xrp live chart movement for the group chat",online
"for class tomorrow, derivative of a function for my calculus homework briefly",local
multithreading in java cheat sheet,local
please tell me if you are an ai,local
"could you find my location on the map, please",online
"Just checking, traffic status on the metro line this morning before my meeting",online
current valuation on solana,online
"real talk, any updates on the cabinet reshuffle happening today at the moment",online
"affirmative, go ahead",local
why did the american civil war causes happen,local
Any delays on the flyover near the city center today,online
so hash map for dummies before my exam,local
quick one - traffic status on the harbor bridge this morning as of now,online
main causes and effects of when the berlin wall fell,local
ngl gold rate live chart movement while i'm stuck in traffic,online
i wish to have a 10 minute timer,local
quick refresher on multiple inheritance in python before my exam thanks,local
Tail recursion tutorial with code,local
is there any good place in hawaii kai that serve local food,online
so logarithm rules formula and when to use it thanks,local
"Just checking, solana price action this week so far for real",online
"for class tomorrow, derive integration by parts step by step pls",local
who's leading in the asia cup final currently for real,online
"for class tomorrow, important dates related to the partition of india pls",local
who do you think i am,local
How is dow jones trending today at the moment,online
"hey, how is nasdaq trending today today",online
urgent - who won the grand slam tennis match last night pls,online
"quick q - i keep forgetting normalization forms, break it down for me",local
"hey, the harbor bridge conditions right now because of the storm in the last hour",online
"For class tomorrow, trie data structure — key points to remember with an example",local
Quick check on the s&p 500 before i trade for real,online
"just checking, traffic status on the metro line this morning just curious",online
is the harbor bridge flooded from the downpour right now at the moment,online
"i am going to asia in a bit, i should tell the bank",online
how good are the ratings for olive garden,online
can you talk in spanish,local
"for my homework, explain unit testing vs integration testing with a simple example with an example",local
logarithm rules for my calculus homework,local
"from january to august, i will be in uruguay, please let me bank know",online
can i change my nickname,local
background on the ottoman empire decline for my essay pls,local
quick one - tcs stock rate as of this minute currently,online
"real talk, is the subway line closed due to the accident for real",online
"Genuinely curious, deadlocks — key points to remember for my notes",local
so eur to usd market cap right now?,online
current congestion level on the flyover near the city center this evening,online
who crafted you,local
practice problem using set theory basics in simple terms,local
"for my homework, give me a quick rundown of the moon landing mission details briefly",local
how many miles can i go with my current fuel level,online
multithreading in java vs foreign key constraints which is better and when,local
"genuinely curious, how does multiple inheritance in python actually work under the hood briefly",local
explain deadlocks with a simple example,local
should i get a visa before going to cancun,online
"just checking, final score of the champions league final?",online
pros and cons of tail recursion for revision,local
ok so is dogecoin pumping or dumping today,online
"just checking, nifty 50 price right now for real",online
Ok so who's leading in the t20 world cup game currently today,online
"genuinely curious, when the berlin wall fell — what actually happened",local
what can you do,local
Quick q - practice problem using linear regression math briefly,local
what does life mean on a deeper level,local
"real talk, who won the asia cup final last night tonight",online
"Ok i keep forgetting dijkstra's algorithm, break it down for me for my notes",local
"Hey, walk through law of cosines with numbers",local
"Fyi need to know, latest on the parliament session today in real time",online
real time quote for tcs stock before i head out,online
Standard deviation formula explained with an example problem — struggling with this,local
why are we here in life,local
"hey, did cardano go up or down this morning currently",online
are the reviews for mi casita good,online
main causes and effects of the ottoman empire decline before my exam,local
change to factory settings now,local
how to solve problems using derivative of a function with an example,local
so current congestion level on the main train route before i head out,online
bayes theorem explained with an example problem before my exam,local
"hey, any delays on the harbor bridge today currently",online
set a five minute timer please,local
Quick q - central limit theorem formula and when to use it thanks,local
so the champions league final result just now as of now,online
key figures involved in the boston tea party,local
