query,label
let my bank know that i'm traveling to prague,online
So probability distributions explained with an example problem for my notes,local
Quick q - real world use case for git rebase vs merge,local
i would like to call you andre 3000,local
"just checking, the airline strike status update please today",online
SOLID principles for dummies,local
can you convert millimeters to centimeters,local
real time quote for the s&p 500 pls,online
"for my homework, set theory basics explained with an example problem with an example",local
real time quote for usd to inr,online
difference between quick sort and race conditions,local
"if you flip a coin, i call tails",local
Is the parliament session today still ongoing,online
window functions in sql — key points to remember,local
my dockerfile build fails at the pip install step,local
what is my name saved under,local
how do i get to the museum on foot,online
"For class tomorrow, walk through probability distributions with numbers pls",local
so real time quote for ripple xrp before i head out,online
"Hey, textbook definition of stack vs heap memory",local
Why did the discovery of penicillin happen?,local
use the male voice please,local
"hey, background on the mughal empire timeline for my essay?",local
is it going to rain tonight,online
Quick one - traffic status on the flyover near the city center this morning for real,online
is it acceptable to swap beef for tempeh,local
Laplace transform for my calculus homework before my exam,local
quick q - the discovery of penicillin summary for history class thanks,local
current congestion level on the interstate in the last hour,online
"hey, is the premier league match still playing right now",online
usd to inr market cap right now rn,online
"Hey, derive limits and continuity step by step for revision",local
"Real talk, crude oil price price right now no cap",online
"so just heard about the covid case numbers, what's the latest while i'm stuck in traffic",online
background on the partition of india for my essay,local
walk through set theory basics with numbers,local
so textbook definition of garbage collection before my exam,local
how long is the toll plaza queue right now,online
please go back to your factory settings,local
do you know what calumny means  please look it up for me,local
who made your algorithms,local
taylor series expansion explained with an example problem,local
Solana price right now,online
what is the meaning of my life,local
Compare memoization and version control branching in one paragraph,local
How does multiple inheritance in python actually work under the hood,local
help me convert feet into miles,local
quick one - current congestion level on the harbor bridge before my meeting,online
ngl reliance shares live chart movement while i'm stuck in traffic,online
"just checking, is the subway line closed due to the accident currently",online
does life have meaning,local
ok give me a quick rundown of the signing of the magna carta,local
monolith vs microservices cheat sheet,local
change the response language to french please,local
Is the flight delayed out of new york due to fog,online
"for class tomorrow, derive logarithm rules step by step before my exam",local
"genuinely curious, key figures involved in the industrial revolution key inventions for my notes",local
nvidia stock live chart movement — need it fast,online
ok so eur to usd price right now before i head out,online
"for my homework, give me a quick rundown of the moon landing mission details briefly",local
"fyi need to know, breaking news on the central bank's rate decision before my meeting",online
quick q - quadratic formula — proof and intuition before my exam,local
the cyclone warning developments as of today right now,online
i was on delta flight ab123 out of new york and haven't been able to locate my luggage,online
how to solve problems using partial derivatives with an example,local
Did the covid case numbers get resolved yet,online
How to solve problems using markov chains,local
quick one - did the covid case numbers get resolved yet before i head out,online
"for my homework, walk through law of cosines with numbers — struggling with this",local
"genuinely curious, summarize generics in java in a few bullet points",local
can you swap to male voice,local
the s&p 500 live chart movement this evening,online
ngl nasdaq price right now as of now,online
how do they say hello in germany,local
urgent - is the airport terminal closed due to the accident in the last hour,online
give me a quick rundown of the fall of the roman empire?,local
is there travel alerts for greece,online
tell me what the traffic is like on the way to phoenix,online
Timeline of the great depression causes,local
"hey, law of cosines for my calculus homework for revision",local
"genuinely curious, when the berlin wall fell — what actually happened",local
"just checking, traffic status on the harbor bridge this morning right now",online
how real are you,local
how does publish subscribe pattern actually work under the hood,local
Ok so how is cardano trending today?,online
"need this for an interview, explain the american civil war causes in a short paragraph",local
"for my homework, practice problem using chain rule in calculus for revision",local
"genuinely curious, the unification of germany — what actually happened",local
quick q - logarithm rules explained with an example problem pls,local
any delays on the ring road today at the moment,online
i'm going to need you to be quiet now please,local
the ufc fight card result just now for real,online
what is the exact date of your birth,local
make delta reservation from madison to atlanta,online
is the harbor bridge flooded from the downpour right now at the moment,online
"Hey, current air quality index in sydney this evening",online
quick q - how to solve problems using linear regression math for my notes,local
how do you spell superficial,local
"Genuinely curious, docker containers for dummies thanks",local
in o'hare lost luggage on flight america airlines,online
tcs stock price right now just curious,online
Practice problem using set theory basics,local
Solid overview of bit manipulation tricks for revision,local
will you roll a 4 sided dice,local
standard deviation formula for my calculus homework,local
ngl is the subway line closed due to the accident before my meeting,online
are you made in the usa,local
i wanna know five dollars in yen and rubles,online
notes on primary key vs unique key for my assignment,local
"your voice speed is too slow, please increase it",local
Standard deviation formula — proof and intuition,local
"for my homework, i keep forgetting binary search tree, break it down for me thanks",local
so breaking news on the supreme court verdict before my meeting,online
"ngl just heard about the tech layoffs news, what's the latest while i'm stuck in traffic",online
"fyi need to know, who's leading in the premier league match currently as of now",online
what's a good place to eat chinese in san francisco,online
are there any good hotels in salem,online
derive the pythagorean theorem step by step,local
key figures involved in the wright brothers first flight,local
notify my bank i am travailing from denver to la,online
i need to know if i need a visa to travel to el salvador,online
derive gradient descent math step by step,local
"hey, is usd to inr pumping or dumping today before my meeting",online
can you tell me how to figure out my current location,online
i need to know again,local
when should i pick linked list over thread pools,local
so linear regression math for my calculus homework with an example,local
quick one - reliance shares today's high and low at the moment,online
practice problem using central limit theorem in simple terms,local
i'm travelling to seattle soon and want to inform my bank,online
what do people say life means or the meaning is,local
how is nasdaq trending today,online
i need an uber to times square asap,online
quick q - laplace transform for my calculus homework in simple terms,local
Give me a quick rundown of the ottoman empire decline,local
where did your parents have you,local
the champions league final result just now,online
Quick q - caching strategies cheat sheet before my exam,local
explain the silk road trade routes in a short paragraph with an example,local
what are some funny jokes,local
"just heard about the vaccine rollout progress, what's the latest",online
"I keep forgetting merge sort, break it down for me",local
go back to normal mode please,local
i want you to your volume,local
integration by parts — proof and intuition,local
can you use a different accent,local
"genuinely curious, SOLID principles tutorial with code before my exam",local
restore the factory settings,local
i'd like to turn up the volume,local
can you find me a roundtrip flight from orlando to austin for 3/28 to 4/5,online
why is test driven development used instead of abstract class vs interface,local
urgent - breaking news on the cyclone warning no cap,online
what's the difference between synchronous and asynchronous io,local
get me an uber,online
"i keep forgetting memoization, break it down for me",local
can you find me a hotel for 2 people on april 1st to 4th in rome,online
"for class tomorrow, derive probability distributions step by step in simple terms",local
"how old are you, again",local
eur to usd live chart movement,online
hi how are you,local
eur to usd price right now currently,online
find me the location of the nearest gas station,online
what can i ask you to accomplish,local
walk through derivative of a function with numbers,local
"real talk, quick check on nasdaq before i trade while i'm stuck in traffic",online
should i carry an umbrella in sydney today,online
Explain ci cd pipeline basics with a simple example,local
any delays on the flyover near the city center today — need it fast,online
Quick q - important dates related to the great depression causes — struggling with this,local
"Genuinely curious, why did the partition of india happen in simple terms",local
what's the meaning of emulsify,local
quick refresher on hash map before my exam,local
why did the fall of the roman empire happen with an example,local
can you guess my name,local
"fyi need to know, is the flyover near the city center closed due to the accident this evening",online
i need to book a roundtrip flight from dallas to los angeles from march 2 to march 10,online
what was your place of creation,local
should i get a visa before going to cancun,online
could you check and let me know roundtrip flights from dallas to houston for march 7 and march 20,online
"from here, how do i get to the statue of liberty by bus",online
bye-bye,local
The india vs australia test result just now this evening,online
how to solve problems using set theory basics for revision,local
"go ahead and flip a coin, i am calling tails",local
i’ll be leaving now,local
Quick refresher on promises vs callbacks before my exam,local
urgent - any delays on the harbor bridge today — need it fast,online
Background on the printing press invention impact for my essay,local
how many euros can i exchange for 5 us dollars,online
who do you function for,local
"real talk, any delays on the main train route today just curious",online
walk me through sliding window technique step by step,local
what is you name,local
you must increase your volume,local
"hey, convex optimization basics formula and when to use it — struggling with this",local
so how is crude oil price trending today before my meeting,online
explain kubernetes pods with a simple example,local
the decolonization of africa summary for history class for my notes,local
ok how does kubernetes pods actually work under the hood pls,local
"Need this for an interview, why is version control branching used instead of CAP theorem for revision",local
ok gradient descent math explained with an example problem — struggling with this,local
Did the heatwave alert get resolved yet,online
"For my homework, gradient descent math explained with an example problem — struggling with this",local
explain database indexing with a simple example,local
ngl the highway conditions right now because of the storm asap,online
tell me where is the closest coffee shop,online
is the metro line open or blocked at the moment pls,online
i want a hotel booked in salem near the concert hall from the first to the second,online
i'd like to rent a vehicle from nov 1st to nov 15th in san antonio and i need a 15 passenger van,online
who's leading in the nba game currently today,online
please change accent to british male,local
Did reliance shares go up or down this morning,online
"Real talk, what's going on with the border tensions at the moment for the group chat",online
quick one - live score for the grand slam tennis match pls,online
"hey, current valuation on eur to usd this morning",online
will it rain in new york in the next few hours,online
The world cup qualifier result just now,online
Difference between CAP theorem and static vs dynamic typing,local
any updates on the wildfire containment right now,online
"fyi need to know, real time quote for cardano for the group chat",online
"for class tomorrow, real world use case for heap data structure",local
quick q - derive eigenvalues and eigenvectors step by step thanks,local
quick one - who's leading in the ufc fight card currently currently,online
"genuinely curious, convex optimization basics explained with an example problem briefly",local
practice problem using integration by parts for my notes,local
is there a train delay on the express route right now,online
i miss placed my luggage i was on delta flight ab123 out of new york,online
"i don't get closures in javascript, someone explain",local
say a fun fact about mt everest,local
do i need an international visa to go to hong kong,online
"real talk, is the airport terminal flooded from the downpour right now pls",online
"just checking, traffic status on the flyover near the city center this morning currently",online
"hey, quick check on nifty 50 before i trade rn",online
"Just heard about the heatwave alert, what's the latest",online
what is the definition of succumb,local
current air quality index in paris,online
urgent - current congestion level on the main train route right now,online
Bayes theorem — proof and intuition,local
The nba game result just now,online
ok the mughal empire timeline — what actually happened thanks,local
"for my homework, permutations and combinations for my calculus homework?",local
Final score of the asia cup final,online
"for my homework, permutations and combinations — proof and intuition",local
ngl is usd to inr pumping or dumping today today,online
please repeat that phrase,local
"just checking, the asia cup final score update please?",online
what did ya save my name as,local
"genuinely curious, walk through law of sines with numbers for my notes",local
ok so is the india vs australia test still playing right now,online
"need this for an interview, law of cosines explained with an example problem?",local
"genuinely curious, normalization forms — key points to remember for my notes",local
"just heard about the border tensions, what's the latest this evening",online
"For my homework, timeline of the causes of world war 1 for revision",local
i am hungry and need a restaurant suggestion,online
Is the airport terminal closed due to the accident,online
does buffalo wild wings in concord take reservations,online
"Just checking, who won the la liga clasico last night for real",online
How to solve problems using markov chains briefly,local
"genuinely curious, the fall of the roman empire — what actually happened?",local
how to implement depth first search on a graph,local
"need this for an interview, background on the decolonization of africa for my essay briefly",local
Ci cd pipeline basics tutorial with code,local
i need to know what adumbrate means can you look it up for me now,local
when should i pick primary key vs unique key over ci cd pipeline basics,local
"why are you talking so sloooooooooowly, please speed it up!",local
are you a human or a bot,local
steps to normalize a database table to 3nf,local
"just checking, silver rate price action this week so far for the group chat",online
ok so any delays on the interstate today — need it fast,online
did dogecoin go up or down this morning right now,online
"hey, when should i pick version control branching over graph traversal for revision",local
what kind of questions do you accept,local
"for class tomorrow, walk through linear regression math with numbers before my exam",local
explain window functions in sql with a simple example,local
cardano price action this week so far,online
affiliate's definition is what,local
"For my homework, i keep forgetting multiple inheritance in python, break it down for me",local
"fyi need to know, is the airline strike still ongoing this evening",online
ok so the supreme court verdict status update please — need it fast,online
is the flight delayed out of chicago due to fog,online
key figures involved in when the berlin wall fell,local
real world use case for ACID properties,local
Derive quadratic formula step by step,local
solid overview of deadlocks for revision,local
Quick q - difference between stack vs heap memory and docker containers in simple terms,local
main causes and effects of the signing of the magna carta?,local
can i change your name to buttercup,local
is it okay to switch water for milk,local
so derive permutations and combinations step by step before my exam,local
"Need this for an interview, key figures involved in the cold war origins pls",local
derive integration by parts step by step with an example,local
the central bank's rate decision developments as of today at the moment,online
limits and continuity formula and when to use it,local
is the flight delayed out of london due to fog,online
i need you to switch to whisper mode,local
Urgent - the t20 world cup game result just now before my meeting,online
"fyi need to know, current air quality index in mumbai?",online
yes you are,local
you refer to me as what,local
i'm going to need a hotel in tampa near ybor city for march 23rd through the 28th,online
"fyi need to know, the grand slam tennis match score update please",online
what name do you call me,local
"genuinely curious, timeline of the treaty of versailles terms for revision",local
compare test driven development and polymorphism in one paragraph,local
"for my homework, i keep forgetting window functions in sql, break it down for me briefly",local
"yo, hows it going",local
"hey, timeline of the silk road trade routes",local
when is my plane scheduled to land,online
flip a coin for me,local
"just checking, did dogecoin go up or down this morning at the moment",online
roll dice,local
say my name if you know it,local
"fyi need to know, is the storm system offshore affecting traffic right now as of now",online
ok timeline of the russian revolution 1917,local
textbook definition of CAP theorem,local
so how is silver rate trending today before my meeting,online
i love dad jokes can you tell me one,local
i am david,local
fourier transform explained with an example problem,local
what kinds of fun touristy things are there to do in boston,online
So pros and cons of dijkstra's algorithm thanks,local
key figures involved in the fall of the roman empire,local
practice problem using vector cross product — struggling with this,local
"hey, did the parliament session today get resolved yet this morning",online
the la liga clasico highlights from tonight this evening,online
"hey, laplace transform for my calculus homework",local
what's the currency conversion between rubles and pounds,online
i appreciate that,local
"for my homework, main causes and effects of the treaty of versailles terms",local
"hey, is the t20 world cup game still playing right now in the last hour",online
your birth occurred where,local
could i rent a car out of dallas from april 1-10,online
please only use a whisper when speaking,local
"hey, practice problem using probability distributions with an example",local
"genuinely curious, background on the causes of world war 1 for my essay",local
"need this for an interview, garbage collection example in python please?",local
Solana live chart movement,online
The ufc fight card result just now,online
Latest on the trade deal talks in real time before my meeting,online
So walk through bayes theorem with numbers thanks,local
help me get an uber to ann arbor,online
Memoization interview question breakdown?,local
"just checking, is the highway flooded from the downpour right now rn",online
"for class tomorrow, important dates related to the great depression causes pls",local
"need this for an interview, give me a quick rundown of when the berlin wall fell for my notes",local
Breaking news on the trade deal talks,online
i want to change what accent you use,local
please tell me when my flight will land,online
what is my current fuel level,online
notes on TCP vs UDP for my assignment,local
"fyi need to know, eur to usd today's high and low this evening",online
"need this for an interview, explain the american civil war causes in a short paragraph thanks",local
"Need this for an interview, timeline of the cold war origins?",local
Notes on static vs dynamic typing for my assignment,local
how many inches are in 5 feet,local
The expressway conditions right now because of the storm,online
greedy algorithms cheat sheet,local
"need this for an interview, real world use case for virtual memory pls",local
"hey, who won the wimbledon final last night for real",online
i would like you to set the timer to go off in ten minutes,local
ok so how humid is it in chennai right now,online
"fyi need to know, the premier league match highlights from tonight",online
"hey, walk me through multiple inheritance in python step by step",local
is it safe to drive in tokyo with this storm,online
Quick q - give me a quick rundown of the signing of the magna carta,local
"For class tomorrow, version control branching — key points to remember briefly",local
"real talk, bitcoin price right now for real",online
"need this for an interview, important dates related to the age of exploration key figures in simple terms",local
"just checking, current valuation on nvidia stock in the last hour",online
"linked list, explain like i'm a beginner coder",local
crude oil price market cap right now before my meeting,online
can you find me some good places in kentucky that serve sushi,online
your efforts don't go unnoticed,local
ok timeline of the unification of germany thanks,local
How does inheritance vs composition actually work under the hood,local
set the timer for me please,local
is the restaurant busy at lunchtime,online
ngl is the india vs australia test still playing right now at the moment,online
can you translate hello into swedish for me,local
"Fyi need to know, is the metro line closed due to the accident for the group chat",online
i need to change language to spanish,local
Quadratic formula for my calculus homework,local
i'm going to jamaica next week; am i needing a visa,online
"Need this for an interview, the great depression causes — what actually happened",local
urgent - how is ripple xrp trending today at the moment,online
"Hey, convex optimization basics formula and when to use it thanks",local
what's your favorite hobby,local
Quick check on reliance shares before i trade,online
what are the best sushi restaurants in reno,online
"need this for an interview, give me a quick rundown of the signing of the magna carta",local
"just checking, gold rate today's high and low",online
does burger king accept reservations,online
"genuinely curious, deadlocks cheat sheet for revision",local
ok so the ashes series score update please just curious,online
how is hello said in french,local
"Hey, traffic status on the expressway this morning",online
why is two pointer technique used instead of deadlocks,local
what is meant by defense,local
The power outage in the city status update please,online
i was on american airlines flight ab123 out of houston and i can't find my luggage,online
it's good to see you,local
So important dates related to the boston tea party in simple terms,local
ok so nasdaq rate as of this minute,online
how is the word economy spelled,local
"real talk, any updates on the cabinet reshuffle happening today rn",online
what's the point of sentience,local
give me a quick rundown of the mughal empire timeline for revision,local
can you turn the volume to 4,local
what do they call you,local
Give me a quick rundown of the causes of world war 1,local
my luggage is missing i was on spirit flight ab123 from chicago,online
can you tell me what 30% off 279 is,local
please flip a coin and tell me what side it lands on,local
Gold rate live chart movement tonight,online
how long do you cook a hamburger for,local
the border tensions status update please tonight,online
what's the traffic like on the way to patterson,online
"hey, partial derivatives — proof and intuition",local
what is spanish for good morning,local
important dates related to the discovery of penicillin,local
"fyi need to know, is the main train route closed due to the accident while i'm stuck in traffic",online
any updates on the ceasefire negotiations happening today,online
i want to increase your volume,local
Timeline of when the berlin wall fell,local
final score of the t20 world cup game for real,online
explain the silk road trade routes in a short paragraph,local
what kinds of hobbies do you enjoy,local
do you mind if call you nikolai,local
book delta ticket madison to atlanta,online
many thanks,local
"since i am traveling to asia, i need to inform the bank",online
the la liga clasico highlights from tonight right now,online
what is the wait time at this restaurant,online
you were so kind to do that,local
"Hey, nvidia stock price right now before i head out",online
tell me where my luggage is,online
"genuinely curious, quick refresher on generics in java before my exam",local
"just checking, will it rain in mumbai in the next few hours",online
who do i report lost luggage to,online
are you a live human being,local
immutability in functional programming example in python please thanks,local
lower volume,local
what kinds of things can you do,local
that is affirmative,local
"fyi need to know, bitcoin today's high and low tonight",online
switch over from female to the male voice,local
whats the definition of transmute,local
Breaking news on the supreme court verdict,online
ngl latest on the cabinet reshuffle in real time?,online
"I don't get mock objects in testing, someone explain",local
"for my homework, main causes and effects of the signing of the magna carta — struggling with this",local
current congestion level on the harbor bridge just curious,online
Who won the euro cup semifinal last night in the last hour,online
who do i complain to about my luggage not arriving at the airport,online
change the ai name,local
How to solve problems using standard deviation formula,local
can you check to see how busy that restaurant is for dinner,online
research the meaning of life,local
"for my homework, how to solve problems using convex optimization basics",local
quick one - traffic status on the flyover near the city center this morning before i head out,online
what should i refer to you as,local
backtracking algorithms tutorial with code,local
"just checking, who's leading in the f1 race currently currently",online
"need this for an interview, partial derivatives for my calculus homework",local
eigenvalues and eigenvectors — proof and intuition briefly,local
Is the flyover near the city center closed due to the accident as of now,online
Quick check on tesla stock before i trade,online
"Hey, final score of the champions league final right now",online
explain dependency injection with a simple example,local
lets talk about your hobbies,local
How does virtual functions in c++ actually work under the hood,local
"Just checking, silver rate market cap right now for the group chat",online
pros and cons of denormalization,local
pros and cons of monads in haskell,local
Solid overview of test driven development for revision,local
how long will i have to wait if i want to eat at panera,online
is the ipl match still playing right now asap,online
"Need this for an interview, main causes and effects of the printing press invention impact",local
what's going on with the heatwave alert at the moment,online
which company can i credit your design to,local
who's leading in the india vs australia test currently right now,online
urgent - is infosys shares pumping or dumping today for real,online
go back to your original settings,local
"For my homework, the discovery of penicillin — what actually happened — struggling with this",local
how is it outside,online
"for class tomorrow, integration by parts formula and when to use it thanks",local
what's 50 euro in dollars,online
"Hey, is the border tensions still ongoing this morning",online
what are some of sweden's best sights,online
"Hey, difference between git rebase vs merge and monads in haskell in simple terms",local
Traffic status on the ring road this morning,online
does france have any travel alerts i should be aware of,online
"for class tomorrow, how to solve problems using permutations and combinations",local
"for my homework, i keep forgetting B-tree indexing, break it down for me",local
ngl traffic status on the expressway this morning this morning,online
ngl the expressway conditions right now because of the storm this evening,online
so breaking news on the cyclone warning for real,online
important dates related to the mughal empire timeline thanks,local
"just checking, who's leading in the india vs australia test currently pls",online
it is okay to replace water instead of milk,local
live score for the premier league match for the group chat,online
permutations and combinations — proof and intuition,local
"i keep forgetting event loop in node, break it down for me",local
the grand slam tennis match result just now pls,online
so who's leading in the la liga clasico currently at the moment,online
please revert to your factory settings,local
so who's leading in the premier league match currently rn,online
"hey, how would you implement window functions in sql from scratch",local
"for my homework, timeline of the industrial revolution key inventions pls",local
solid overview of race conditions for revision,local
who's leading in the champions league final currently pls,online
could you start a timer for me,local
that is right,local
"Genuinely curious, trie data structure example in python please in simple terms",local
what is the area that you came from,local
i will be speaking chinese going forward,local
so give me a quick rundown of the russian revolution 1917 — struggling with this,local
i want to set a timer,local
compare multithreading in java and load balancing in one paragraph,local
please speed up your speaking pattern,local
switch the language setting over to german,local
what words would i use to tell someone i am lost if i were japanese,local
please tell me my current location,online
"hey, key figures involved in the printing press invention impact for my notes",local
Taylor series expansion for my calculus homework,local
normalization in databases example in python please with an example,local
"for class tomorrow, version control branching cheat sheet",local
Urgent - is the nba game still playing right now today,online
please increase the volume to 4,local
"i'm going to be going to canada soon, do they require a visa for entry",online
"for my homework, summarize monolith vs microservices in a few bullet points before my exam",local
"i keep forgetting compiler vs interpreter, break it down for me",local
"real talk, traffic status on the subway line this morning as of now",online
quick one - final score of the nba game at the moment,online
so did eur to usd go up or down this morning,online
Is the main train route open or blocked at the moment pls,online
i go by brad,local
can you use the male british accent,local
Ancient egyptian pyramid construction summary for history class briefly,local
the age of exploration key figures summary for history class — struggling with this,local
So the tech layoffs news developments as of today pls,online
The printing press invention impact — what actually happened before my exam,local
"just checking, any updates on the power outage in the city happening today tonight",online
should i carry an umbrella in seoul today rn,online
law of cosines formula and when to use it before my exam,local
what is the traffic like at the closest safeway grocery store,online
explain the renaissance key artists in a short paragraph,local
let me change your name to dina,local
quick q - derive law of cosines step by step pls,local
Main causes and effects of the silk road trade routes,local
is the dollar strong against the yen today,online
ngl quick check on bitcoin before i trade,online
"need this for an interview, i don't get REST vs GraphQL, someone explain with an example",local
caching strategies example in python please,local
bit manipulation tricks — key points to remember?,local
did ethereum go up or down this morning before i head out,online
go ahead and go back to the original settings,local
"genuinely curious, walk through bayes theorem with numbers — struggling with this",local
quick one - the cyclone warning status update please pls,online
Any updates on the heatwave alert happening today,online
are you a real person or software,local
"For class tomorrow, practice problem using limits and continuity?",local
"hey, practice problem using bayes theorem briefly",local
use your whispering voice,local
"so i don't get normalization in databases, someone explain — struggling with this",local
what can you do,local
real time quote for tcs stock before i head out,online
could you pull up my location on the map,online
Any updates on the tech layoffs news happening today,online
is the india vs australia test still playing right now,online
"Hey, quick check on nasdaq before i trade as of now",online
taylor series expansion explained with an example problem in simple terms,local
the cold war origins summary for history class pls,local
please set the timer for me,local
Ok how does pointers vs references actually work under the hood for my notes,local
do i need a travel visa to visit russia,online
where can i pick up a good burger near where i am,online
So final score of the ufc fight card just curious,online
thank you for the information,local
tell my bank that i'm going to france,online
what is the traffic like on the way to town,online
"what is 10 ounces in grams, please",local
i'm going to start calling you kobe now,local
Current valuation on silver rate before my meeting,online
"i didnt understand what you just said, can you say it again",local
final score of the premier league match currently,online
"fyi need to know, final score of the premier league match today",online
bayes theorem formula and when to use it with an example,local
"what hotels are near, ny, ny for the 9th to 11th",online
regular expressions cheat sheet,local
know any interesting facts,local
Urgent - current congestion level on the metro line as of now,online
"Hey, nifty 50 today's high and low for real",online
cardano price right now this morning,online
how to calculate big o for a recursive function,local
"just checking, quick check on solana before i trade for real",online
should i carry an umbrella in london today,online
Is the flight delayed out of seoul due to fog this evening,online
how do i get to the mall by bus,online
start a timer for 10 minutes,local
crude oil price price action this week so far,online
all right,local
will it rain in chicago in the next few hours,online
quick one - is solana pumping or dumping today before i head out,online
"fyi need to know, silver rate live chart movement just curious",online
can you translate that to french,local
is the ashes series still playing right now before my meeting,online
ok generics in java interview question breakdown,local
"Genuinely curious, background on the treaty of versailles terms for my essay with an example",local
tell me interesting facts about lighthouses,local
please book a car for me in bangkok,online
real world use case for lambda expressions,local
Important dates related to the industrial revolution key inventions for revision,local
tell me things i can do in chicago,online
"hey, live score for the ufc fight card at the moment",online
Ngl breaking news on the covid case numbers,online
your help is appreciated,local
quick one - the world cup qualifier highlights from tonight,online
please begin using the whisper voice setting,local
explain ancient egyptian pyramid construction in a short paragraph,local
solid overview of unit testing vs integration testing for revision,local
"for my homework, explain the cold war origins in a short paragraph in simple terms",local
"need this for an interview, key figures involved in the partition of india",local
who brought you up,local
final score of the euro cup semifinal,online
"genuinely curious, how does multiple inheritance in python actually work under the hood briefly",local
how can i get you to help me,local
"genuinely curious, background on the cold war origins for my essay briefly",local
so sharding for dummies in simple terms,local
please flip a coin i select tails,local
you work for whom,local
ok explain the industrial revolution key inventions in a short paragraph in simple terms,local
"that's not right, so no",local
notes on window functions in sql for my assignment,local
"hey, current congestion level on the airport terminal no cap",online
reset to default settings please,local
current congestion level on the ring road,online
give me a quick rundown of the silk road trade routes briefly,local
quick one - live score for the asia cup final today,online
what southwest flights are there for lax to sfo arriving april 1st and returning april 7th,online
"just checking, the supreme court verdict — anything new in the last hour before my meeting",online
"Need this for an interview, key figures involved in the printing press invention impact with an example",local
"For my homework, pros and cons of ci cd pipeline basics?",local
Dow jones live chart movement right now,online
let me know what subjects you comprehend well,local
"Need this for an interview, compare topological sort and immutability in functional programming in one paragraph?",local
do i need a visa to travel to jamaica,online
quick one - did ripple xrp go up or down this morning asap,online
So practice problem using law of cosines thanks,local
Silver rate rate as of this minute,online
what is 2 inches in meters,local
Markov chains formula and when to use it,local
tell me about the reviews for chilis,online
"for my homework, i don't get version control branching, someone explain",local
"for my homework, walk through fourier transform with numbers",local
"generics in java, explain like i'm a beginner coder",local
i wanna know my current location,online
Solid overview of big O notation for revision before my exam,local
textbook definition of sliding window technique,local
does marios in brooklyn take reservations,online
Quick q - solid overview of tail recursion for revision,local
please use male voice,local
where do you come from,local
quick q - why did the mughal empire timeline happen — struggling with this,local
quick one - is the asia cup final still playing right now this morning,online
The storm system offshore — anything new in the last hour,online
quick one - is there a heat advisory in sydney today at the moment,online
how goes it,local
who are the people responsible for you,local
i'm needing to know who made you,local
ai how are you doing today,local
"genuinely curious, walk through integration by parts with numbers — struggling with this",local
ok so the premier league match result just now at the moment,online
"just checking, the central bank's rate decision — anything new in the last hour",online
The mughal empire timeline summary for history class — struggling with this,local
i need you to increase your speaker volume,local
what can i ask you all about,local
"real talk, final score of the champions league final before i head out",online
is the storm system offshore still ongoing tonight,online
that would be false,local
tell me about yourself,local
Walk through convex optimization basics with numbers with an example,local
may i know if you are a real person or an ai,local
"Hey, is the flyover near the city center closed due to the accident before my meeting",online
"for my homework, i keep forgetting quick sort, break it down for me before my exam",local
laplace transform formula and when to use it,local
who designed you,local
Virtual memory for dummies,local
i really thank you,local
how many kilos are in 100 pounds,local
"i did not hear you, please repeat",local
please change your accent to a british male,local
i'll need you to set a timer for 10 minutes,local
do they take reservations at state bird,online
how long will the wait be at noon if we went to nagomi,online
urgent - how is dow jones trending today just curious,online
logarithm rules formula and when to use it,local
"hey, the main train route conditions right now because of the storm just curious",online
quick q - ancient egyptian pyramid construction — what actually happened?,local
how is the ai doing,local
the election results developments as of today,online
where should i go for good thai food in las vegas,online
"For my homework, textbook definition of docker containers pls",local
go to the female voice,local
"for class tomorrow, timeline of the causes of world war 1 with an example",local
ok so any delays on the main train route today this evening,online
ok how to solve problems using standard deviation formula before my exam,local
let's whisper,local
what is 4 + 7,local
i need to know the status of my alaska air flight,online
how long is the chicken gonna take,local
i'd like to hear some trivia about florida,local
"for my homework, give me a quick rundown of the periodic table history for revision",local
the nba game result just now no cap,online
quick one - is apple stock pumping or dumping today pls,online
"genuinely curious, why did the boston tea party happen briefly",local
quick q - probability distributions formula and when to use it — struggling with this,local
how should i say hello in french,local
so final score of the nba game,online
"Need this for an interview, walk me through polymorphism step by step briefly",local
"has my credit card application been received, or what is its current status",online
tell me if the cheshire takes reservations,online
"need this for an interview, how does TCP vs UDP actually work under the hood briefly",local
quick refresher on multiple inheritance in python before my exam,local
So should i carry an umbrella in sydney today asap,online
can you tell me what dirge means,local
final score of the la liga clasico this morning,online
i want that repeated,local
how to solve problems using law of cosines,local
"fyi need to know, did nifty 50 go up or down this morning asap",online
can you please turn the volume to 4,local
the wildfire in the hills — anything new in the last hour,online
please increase volume,local
set a timer for 5 minutes,local
so is there a heat advisory in berlin today for real,online
"real talk, how bad is the heatwave alert right now",online
what are today's travel advisories,online
derive fourier transform step by step,local
textbook definition of immutability in functional programming,local
how to solve problems using partial derivatives pls,local
How would you implement asynchronous programming from scratch,local
current valuation on silver rate,online
bitcoin live chart movement rn,online
dependency injection cheat sheet,local
vector cross product explained with an example problem thanks,local
So infosys shares today's high and low for the group chat,online
difference between lambda expressions and backtracking algorithms,local
i required a hotel room for 20 people from march 8th through march 20th in las vegas,online
Urgent - is the india vs australia test still playing right now tonight,online
Quick refresher on thread pools before my exam,local
Quick q - chain rule in calculus formula and when to use it in simple terms,local
sensex live chart movement this morning,online
Is it safe to drive in pune with this storm,online
could you say that again,local
