query,label
what can you call me,local
what would you like to call me,local
what would i be referred to as,local
what would you like to refer to me as,local
what do you think you will refer to me as,local
what will you call me,local
what will you refer to me as,local
what are you going to refer to me as,local
you saved my name how,local
in what format did you save my name,local
you wrote what for my name,local
what did ya save my name as,local
how did you save my name,local
what's my name in your system,local
how is my name listed,local
the name you have for me is what,local
what name am i under,local
call me by my name,local
tell me my designation,local
by what nym do you think of me,local
how do you say my name,local
what do you know me as,local
what do you say for my name,local
what's my name huh,local
please tell me the name you use for me,local
what name do you use to talk about me,local
how do you reference me,local
who do you think i am,local
can you tell me what you refer to me as,local
what am i called by you,local
what is my name saved as in your system,local
do you have any idea what my name is,local
can you tell me what my name is,local
what is the name you associate with me,local
what name do you have listed for me,local
what is the name you have listed for my identity,local
what do you refer to me as,local
what name do you know me by,local
how do you address me,local
tell me what you believe my name to be,local
what am i known as to you,local
what do you think i am called,local
tell me your guess of what my name is,local
can you tell me what you call me,local
what do you have my name saved under,local
what's my name saved under,local
what name do you call me,local
what is my name saved under,local
"what is the name that you have for me, please",local
what is the name that you have for me,local
what name do you call me by,local
"what is your name for me, please",local
what do you have me saved under,local
"what's the name that you have for me, please",local
what is my name saved as,local
what name do you refer to me as,local
what might my name be,local
can you tell me my name,local
"if you were smart, would you know my name",local
do you call me a certain name,local
do i have a name to you,local
what is your name for me,local
i want you to let me know what names you have for me,local
could you let me know what names you have for me,local
would you tell me what names you have for me,local
let me know what names you have for me,local
i need to know what names you have for me,local
do you my name,local
do you know how to refer to me,local
can you tell me what your refer to me as,local
my name is what,local
do you know what you call me,local
what is the name you call me,local
what name is mine,local
you have what name for me,local
so what is my name saved as,local
so what is my current name saved as,local
i wanna know what do you call me,local
let me know the name you have for me,local
so what name do you have for me,local
let me know what do you call me,local
can you suggest a restaurant for me to eat tonight,online
tell me where to go since i want to eat out tonight,online
"i'm craving for italian food, where should i go",online
"suggest a restaurant for me to eat tonight, please",online
"i'm not going to cook today, can you suggest a restaurant",online
what restaurants are pet friendly near here,online
what are the best restaurants,online
what decent restaurants around here are italian,online
do you know any good restaurants good for kids,online
any good pizza restaurants around here,online
where should i go to eat tonight,online
where should i eat tonight,online
"i want to eat out, where should i go",online
give me some good restaurants,online
"i'm hungry, where should i go",online
name a good restaurant near me,online
where should i go for dinner,online
its date night and we cant decide where to go help,online
where do people go to eat in this town,online
i am hungry and need a restaurant suggestion,online
can you tell me the best place for cajun shrimp in tampa,online
what's a good place to eat chinese in san francisco,online
what's a highly rated place for steak in omaha,online
where can i pick up a good burger near where i am,online
what's a good place to go to for food around here,online
are there any decent places to get seafood in seattle,online
what's the best place for some thai in new york city,online
i'm famished so give me some places to eat!,online
any ideas on a good place to eat out,online
can you recommend any restaurants,online
"i'm in the mood for italian, are there any good places around",online
please list nearby restaurants with 4 or more star reviews,online
where's a good place to get some grub,online
where would you eat italian in chicago,online
can i get good tacos anywhere in austin,online
is there a good fish place in salem,online
what are good places for a burrito in albuquerque,online
where should i go out for food to,online
can you recommend a decent place in chicago to get pizza,online
do you know of any good restaurants,online
help me find a good sushi spot in chicago,online
can you find me a good restaurant to try eating at,online
i want you to recommend a good local restaurant to me,online
tell me some good mexican restaurants in dallas,online
do you know of any good seafood restaurants in seattle,online
please find me some good thai restaurants in new york city,online
find me a good spot for southern comfort food in los angeles,online
are there any good restaurants in nyc that serve barbecue,online
"i want to go out to eat but have no idea where to go, do you know of any places",online
i want recommendations for good sushi spots in los angeles,online
do you know of any good mexican restaurants in seattle,online
does boise have any good indian restaurants,online
can you suggest some quality chinese restaurants in oklahoma city,online
help me pick a nice restaurant to dine at,online
what mexican restaurant within 5 miles has the best reviews,online
show me 5-star dining establishments in nashville,online
are there any good chinese restaurants open right now,online
what are the best family restaurants in charlottesville,online
"in boston, what are the best pizza places",online
are there some good thai restaurants in san antonio,online
what are the best italian restaurants in chicago,online
where are the good thai restaurants in atlanta,online
recommendations for good thai restaurants in las vegas,online
where should i go for good thai food in las vegas,online
i need suggestions for good thai restaurants in las vegas,online
where are some good thai restaurants in las vegas,online
tell me which restaurants are good for thai food in las vegas,online
can you list off 4 star restaurants,online
what type of restaurants are nearby,online
i need to know what restaurants are near me,online
can you list off different restaurants,online
what are some good places to eat at,online
could you locate me some good places in kentucky that serve sushi,online
does kentucky have any good restaurants that serve sushi,online
can you find me some good places in kentucky that serve sushi,online
what are some good places in kentucky that serve sushi,online
could you direct me to any good places in kentucky that serve sushi,online
find me a new place for dinner,online
can you find a good steakhouse for tonight,online
what's a good restaurant nearby,online
any new restaurants near the mall,online
what's your recommendation for dining out tonight,online
find me an asian restaurant,online
is there a barbecue restaurant around here,online
find an indian restaurant,online
can you recommend an indian restaurant,online
can you find a keto friendly restaurant,online
is there any good place in hawaii for pasta,online
is there any good place in hawaii kai that serve local food,online
"i want sushi, is there any good place in ho chi minh",online
is there any good place for vietnamese food on the east side of the island,online
is there any good place for mexican food in hawaii,online
what are some good sushi restaurants in reno,online
which restaurants in reno are good for sushi,online
what are the best sushi restaurants in reno,online
what are good restaurants in reno that serve sushi,online
are there any sushi restaurants in reno that have good reviews,online
list me some good vietnamese restaurants in new york city,online
suggest some restaurants,online
give me some restaurant suggestions,online
locate lost luggage from flight america airlines in o'hare,online
on flight america airlines in o'hare lost luggage,online
in o'hare lost luggage on flight america airlines,online
lost luggage on flight america airlines in o'hare,online
while on flight america airlines i lost luggage in o'hare,online
it seems my luggage was lost,online
my luggage was lost so what do i do,online
my luggage is missing i was on spirit flight ab123 from chicago,online
i think my luggage has been lost,online
i think my luggage was misplaced or has been lost,online
i lost my luggage coming from new york city on american flight ab123,online
what step do i take if my bag got lost on the flight,online
i lost my luggage coming from chicago on delta flight ab123,online
what is the next step if my luggage was lost,online
"i lost my luggage, what now",online
i lost my luggage,online
my luggage is missing i was on frontier flight ab123 from seattle,online
my luggage was lost on the flight,online
my luggage is lost i was on delta flight ab123 from detroit,online
can you please help me find my lost luggage,online
my luggage has not arrived and i would like help locating it,online
my luggage has not arrived and i would like assistance locating it,online
can you please help me locate my luggage,online
my luggage is lost and i would like help trying to locate it,online
im at lax and my bags aren't,online
my bags did not arrive here at smf,online
i got to vegas airport but my bags didn't,online
"where are my bags, not here at the airport",online
my bags didn't make it to the new orleans airport,online
i'm not able to find my luggage and i was on southwest airlines flight ab123 out of houston,online
my luggage is missing i was on american airlines flight ab123 out of dallas,online
i just traveled on american airlines flight ab123 out of dallas i can't find my luggage,online
i flew on southwest airlines flight ab123 out of dallas and i can not find my luggage,online
i was on american airlines flight ab123 out of houston and i can't find my luggage,online
what if i lost my luggage,online
"help, i lost my luggage",online
what to do if luggage lost,online
how to find lost luggage,online
what do you do if your luggage is missing,online
what is the best way to deal with my lost luggage,online
i'm in baggage claim at the airport and my luggage didn't make it,online
who can i turn to if i lost my luggage,online
i'm waiting for my luggage in the airport now but it's been a while and it's still not arrived,online
where do i begin the process of reporting my luggage lost,online
"my luggage is nowhere in sight, it might be lost",online
"if i lost my luggage, where can i get help",online
i believe it looks like my luggage has disappeared,online
"my luggage is missing, i think",online
it appears that my luggage has vanished,online
can you tell me what to do as i am in the airport and have been for some time and there is still no sign of my suitcase,online
there's a strong possibility that my luggage has gone missing,online
how do i handle the situation if i lost my luggage,online
is there someone i can talk to since i am in the airport waiting for my luggage which never came,online
what should i do if i'm waiting at the airport and my luggage is not here,online
i think my luggage got lost,online
i believe that my luggage was lost,online
it looks as though my luggage has been lost,online
i don't know where my luggage is,online
i'm having trouble finding my luggage i was on delta flight ab123 out of new york,online
i was on delta flight ab123 out of new york and i can't find my luggage,online
i miss placed my luggage i was on delta flight ab123 out of new york,online
my luggage is lost i was on delta flight ab123 out of new york,online
i was on delta flight ab123 out of new york and haven't been able to locate my luggage,online
my luggage appears to be missing,online
i need to find my luggage,online
do you know where my luggage is,online
i can't find my luggage anywhere and there's no more on the conveyor,online
can you see if you can track where my luggage is,online
"what the heck, where's my luggage!",online
i can't find any of my luggage!,online
do you know where the luggage for people on panam flight ab123 out of tuscon is,online
who do i report lost luggage to,online
i'm here at dia but my luggage isn't!,online
find me the number for jet blue's customer service so i can yell at someone about my missing luggage,online
can you help me locate lost luggage,online
how do i find lost luggage,online
i arrived on delta flight ab123 from juno but my luggage doesn't appear to have come with me,online
what's the procedure to deal with lost luggage,online
i just flew in on american airlines flight ab123 from chicago and can't find my luggage,online
can you check where my luggage is off jetblue flight ab123 out of buffalo,online
where's my luggage for american airlines flight ab123 out of denver,online
how do i go about resolving my luggage that didn't arrive,online
can you find out what happened to my luggage,online
do you know whom i should contact since my luggage did not arrive,online
"my luggage did not arrive, please investigate",online
"where is my luggage, i was on delta flight ab123 out of dc",online
"i need my luggage found, i was on delta flight ab123 out of san francisco",online
"i can't locate my luggage, i was on jetblue flight ab123 out of detroit",online
"my luggage is lost, i was on american airlines ab123 out of los angeles",online
"i need assistance with my lost luggage, i was on american airlines ab123 out of talahasse",online
help me find my luggage,online
tell me where my luggage is,online
how do i find lost luggage in an airport,online
i need to figure out what to do about lost luggage,online
"my luggage is lost,what do i do now",online
who do i go to to find lost luggage,online
who do i complain to about my luggage not arriving at the airport,online
can you help me find my luggage it was lost on delta flight abc123 from houston,online
i need my luggage that your airline lost it was flight abc123 and now it’s suddenly missing,online
my luggage was on delta flight abc123 out of houston and now i can’t find it,online
i didn't hear you please repeat,local
please repeat,local
i want you to repeat that,local
one more time please,local
i need you to repeat that,local
i need you to please repeat that,local
one more time for me please,local
i would like that repeated,local
just another time please,local
say it again please,local
i must have you repeat that,local
say it again,local
i need that repeated,local
just one more time,local
i want to have that repeated for me,local
i want that repeated,local
ai what was the question,local
ai i didn't hear you,local
ai please repeat,local
ai could you say that again,local
excuse me,local
i did not hear you,local
"i didn't get that, please repeat",local
please repeat yourself,local
"i didn't catch that, please repeat",local
can you say that over,local
restate the last thing you told me,local
repeat what you just said,local
i didn't catch that say it again,local
what was that last thing you said,local
repeat what you just told me,local
please say that one more time,local
hold on what was that you just said,local
repeat that last response,local
"i need you to repeat that, please",local
"i did not quite hear you, can you say it again",local
can you please repeat that response,local
"i did not hear you, please repeat",local
say it one more time please,local
"i didn't hear, please say it again",local
im sorry can you repeat yourself,local
"i missed what you said, can you say it again",local
"i couldn't hear you, can you repeat it",local
i didn't hear say it again please,local
can you repeat yourself,local
i would like you to repeat yourself,local
"i missed that last one, please repeat",local
what was that,local
i didn't hear you can you repeat that,local
please repeat that phrase,local
"i missed what you said, please say it again",local
can you tell me what you just said,local
"will you repeat that, please",local
"could you repeat that, please",local
"would you repeat that, please",local
would you repeat that,local
would you please ask the question again,local
i am needing for you to say that again,local
i need for you to ask the question again,local
could you ask the question again,local
i am going to need you to say that again,local
"would you say that again, please",local
repeat the question,local
i didn't hear what you said,local
repeat that please,local
i didn't hear you,local
"i didnt hear what you just said, can you say it again",local
may you repeat what you said again,local
"i didn't hear what you just said, can you repeat it",local
"i didn't understand what you just said, can you repeat it",local
"i didnt understand what you just said, can you say it again",local
can you say what you just said again,local
could you repeat what you just said again,local
would you repeat what you just said,local
will you please repeat what you said,local
what did you just mention,local
i need that said again,local
i need to know again,local
please say it again,local
tell me once more,local
repeat that again,local
replay what you just said,local
"i missed that, say it again",local
could you say that again,local
repeat your last message,local
say it one more time,local
i did not understand say it again,local
can you please sat it one more time,local
"i did not catch that, repeat what you just said",local
"sorry, i didn't hear you, can you say that gain",local
"i didn't hear you, can you repeat that louder",local
i didn't catch that so please repeat it,local
please run that by me again,local
i missed that say it again,local
can you say again,local
please repeat what you just said,local
can i get you to say that once more,local
will you repeat what you just said,local
please repeat over what you said,local
come again with that,local
yep,local
that is affirmative,local
what you just said is true,local
that is not false,local
that is a fact,local
i agree with the truth of what you just said,local
i believe what you just said is true,local
that would be great,local
that would be awesome,local
that is totally true,local
oh yes,local
yes that is right,local
that is a yes,local
that seems true,local
positive,local
true,local
very true,local
that will be true,local
that appears true,local
that is true,local
it is true,local
that is right,local
that statement was correct,local
i think that's true,local
that is accurate,local
"yes, that is it",local
correct,local
the answer is yes,local
all right,local
it's indeed true,local
that's a yes from me,local
yes you are correct,local
that's a definite yes,local
yes that's it,local
i vote yes,local
that is correct,local
"yes, that is true",local
"yep, that's right",local
yeah that's what i want,local
you got it,local
"yeah that's right, so true",local
true is my response,local
"yes, that's affirmative",local
"yes, you got it",local
absolutely!,local
do that,local
absolutely correct,local
confirm,local
"yes, i'd really like that alot",local
"agreed, that's valid",local
"affirmative, go ahead",local
yes that's correct,local
"yeah, that's how it is",local
"yeah, that's right",local
of course,local
that's the truth,local
exactly right,local
"yes, that's accurate",local
"yes, that is accurate",local
"yes, that's what i want",local
"yes, that is a fact",local
"yes, that is correct",local
"yes, that's confirmed",local
indeed,local
yes,local
uh-huh,local
"correct, that's true",local
"yes, that's correct",local
yeah,local
yeap,local
ok,local
sure thing,local
yes you are right,local
yes you are,local
yes i do like that,local
yes that is correct,local
yes i am,local
i think it's true,local
that would be yes,local
that would be true,local
i believe that's true,local
uh huh,local
"yep, that's true",local
"yes, that is actually true",local
"yes, that's it",local
"yes, that is right",local
"correct, it is affirmative",local
the answer to that is a resounding yes,local
i can confirm it is affirmative,local
my response to that is yes,local
i have to say affirmative on that one,local
i would have to say yes as my answer,local
the answer to that is affirmative,local
"that is true, yes",local
it is definitely affirmative,local
is is very much true,local
it is a true,local
its a for sure true,local
yes sir,local
it's true,local
can you give me some suggestions to go site seeing when i get there,online
can you get me any recommendations for the place i'm traveling to,online
please suggest some fun tourist activities in tokyo,online
i need help with some fun tourist things to do in tokyo,online
could you tell me what fun tourist things i could do in tokyo,online
what should i do for fun in tokyo,online
what do tourists do in tokyo,online
what sites are there to see when in evans,online
what can i do in evans,online
name some things i should do while in evans,online
"if i go to evans, what should i do",online
what is there to do in evans,online
what can i do in new orleans for fun,online
what do you recommend to do in vegas,online
is there anything fun to do in berlin,online
find something fun for me to do in dallas,online
what's fun to do in thailand,online
where should i book my next trip,online
what are some hot travel destinations,online
what's a good place to travel to,online
where should i travel to next,online
what's the best place to travel to this time of year,online
"when visiting chicago, what things can i do there",online
what are some good restaurants in chicago,online
what are some activities to do in chicago,online
"when travelling in chicago, what kinds of attractions should i see",online
what kind of entertainment is available in chicago,online
show me some things to do in gatlinburg,online
what are the main attractions in gatlinburg,online
name the five star attractions in gatlinburg,online
what are some of the attractions in gatlinburg,online
what are the most popular attractions in gatlinburg,online
where should i spend my time off,online
give me some awesome travel destinations,online
what's the best place to just get away from it all,online
what are some tourist sites to see in ann arbor,online
name some tourist things to do in chicago,online
"in austin, what are some tourist things to do",online
name some tourist things to do in seattle,online
"what are some fun, tourist sites to see in nyc",online
what experiences does kentucky offer,online
what's something interesting to do kentucky,online
what things are there to do in kentucky,online
what could i do for fun in kentucky,online
what does kentucky have to offer for things to do,online
what are the big tourist sites in sweden,online
what are some fun things to do in sweden,online
can you tell me about the best tourist attractions in sweden,online
what are some of sweden's best sights,online
what can i do in nashville,online
help me find things to do in nashville,online
can i do a lot in nashville,online
i need ideas for things to do in nashville,online
do you know of any activities in nashville,online
what are some touristy things to do in boston,online
what kinds of fun things are there in boston for tourists,online
are there any exciting tourist things to do in boston,online
what kinds of fun touristy things are there to do in boston,online
are there any fun tourist things to do in boston,online
what are some fun things i can partake in in atlanta,online
tell me things i can do in chicago,online
provide me with ideas of things we can do in charlotte,online
give me a list of things to do in orlando,online
where should i travel if i want to visit some history museums,online
i'd like some suggestions on where to go on my vacation this year,online
"are there any interesting things to do in atlanta, georgia",online
"is there anything fun to do in manassas, virginia",online
i want to travel this year but i need some suggestions,online
where should i travel if i want to go to a nice beach,online
give me some ideas on what i can do in seattle for fun,online
"what do you suggest for entertainment in tampa, florida",online
"what are some fun things to do in butte, montana",online
"in portland, what things are there to do",online
what things can i do in portland,online
what are some things i can do in portland,online
what are some things to do in portland,online
what things are there to do in portland,online
what is there to do besides drink in germany,online
what festivals are there to see in paris,online
what fun is there to do in england,online
where is the best winery in the south of france,online
what should i do in france,online
where do you suggest i plan my next vacation,online
what are your best travel suggestions,online
what are some suggestions for places to travel,online
what do people in sioux falls do for fun,online
what's there to do in seattle,online
are there any interesting activities to do in austin,online
where's a good place to go if i want to see mountains,online
what's a nice place to visit a beautiful beach,online
what should i do in bangor,online
what do tourists do for fun in seattle,online
are there any fun tourist activities in australia,online
what's a good use of my time in toronto,online
what can a tourist in denver do,online
what sort of things do people do in new york,online
tell me some things to see in tampa,online
is there anything neat to do in boston,online
what are some interesting things to do in dc,online
what's the funnest thing for a tourist to do in iceland,online
can you slow your speaking down,local
slow down your talking too fast i don't understand you,local
you're talking too fast i need you to slow it down,local
"you're speaking too fast, slow down",local
can you speak slower please,local
can you please speed up your speech settings,local
i want you to adjust your speaking to be faster,local
can you speak faster please,local
i want you to speak to me faster,local
decrease the speed of your speech please,local
please speed up your speaking pattern,local
i want you to talk more slowly,local
"your voice speed is too slow, please increase it",local
i want your speech settings to be made slower,local
"you are talking far too fast for me, can you slow it down a bit",local
please make it so you say your words more slowly,local
can you talk slower please,local
can you speed up your speech please,local
i want you to talk more quickly,local
"you are talking too fast for me, please slow down",local
"please increase the speed of your speech, it is too slow",local
could you slow down your speech,local
please increase the speed of your talking,local
please slow down i can't understand you,local
i want you to speak more slowly to me,local
speed up your speech,local
speak slower,local
i'd like you to talk faster,local
speak at a slower rate,local
"talk slower, please",local
slow your roll,local
slow your speech,local
slow down your speech,local
slow down your talking,local
"speak faster, please",local
"speak more quickly, please",local
i need you to speak faster,local
you should talk faster,local
slow your speech down,local
present your speech at a slower pace,local
can you slow down,local
make your speed a bit slower,local
can you please speed up your speech,local
make your speech slower than now,local
change the speed of your voice to slower,local
slow down,local
can you please slow down,local
find a new voice that is slower than your current voice,local
can you please talk faster,local
talker faster please,local
slow the speech down,local
"hey, speak slowly",local
reduce your speed of voice,local
"hey ai, don't speak fast",local
"hey, slow down and take your time",local
"hey ai, reduce your speed of speaking",local
can you slow down your speech,local
how do i slow down my ai's voice,local
could you speak a little more slowly,local
how do i change your options so that you speak more slowly,local
how do i change the speed of my ai's voice,local
adjust speech rate to a faster setting,local
please use a quicker rate of speech,local
speak faster,local
speed up your talking please,local
could you not talk so slowly,local
can you please talk slower,local
can you talk a bit slower please,local
can you please not talk so fast,local
speak slower please,local
please don't speak so fast,local
can you speak with me using faster speech,local
please say things more quickly,local
will you speak more rapidly,local
i would like you to increase the speed of your speech please,local
i'd like you to speak a bit slower,local
can you change how fast you're talking to speak more slowly,local
i can't understand you because of how rapidly you're speaking,local
can you slow down how fast you talk,local
please speak slower,local
whoa whoa please slow down,local
is there any way you can decrease your speaking rate,local
"why are you talking so sloooooooooowly, please speed it up!",local
can i get you to talk at a slightly faster rate,local
can you talk at a normal speed please,local
please stop talking so fast,local
"hey, stop talking like you're a stretch taped",local
please slow down how you're speaking,local
you're talking too quickly for me to understand,local
is it possible to speed up of your replies,local
where do i find instructions on how to speed up voice replies,local
how do i speed up the speech of this ai,local
"sorry, can you speak a little faster",local
"sorry, can you speak a little quicker, please",local
"can you speak a little faster, please",local
"sorry, can you speak a little faster, please",local
"could you speak a little faster, please",local
i need to change your voice settings,local
can you slow down the speed in which you speak,local
you're speaking too fast and i need to change that,local
"no, that's incorrect",local
that's not true,local
"that is not true, it's false",local
no way,local
not really,local
naw,local
nay,local
i must say no,local
i think not,local
that is actually false,local
i gotta say no,local
no thanks,local
no is the answer,local
i don't think so,local
it's a no,local
i think it is false,local
not true,local
that is not true,local
not at all,local
that turns out to be false,local
"please, no",local
not that,local
definitely not,local
i would have to say the answer to that is no,local
i say no to that question,local
"no, that is my response",local
"i don't believe that is possible, it is false",local
i would say that the statement is definitely false,local
i am afraid that that is not the case,local
"no, that information is wrong",local
that is a completely false statement,local
that would be a no,local
"i do not think that is true, so i would say it is a false statement",local
"incorrect, it is certainly a false statement",local
i do not believe that that is correct,local
the answer is definitely no,local
"sorry, that is not true",local
that's a negative,local
no!,local
that's not right,local
"no, don't do that",local
"i don't like that, no",local
no way!,local
"oh hell no, that'd be terrible!",local
that's inaccurate,local
that's not what i want!,local
that's completely false,local
that's incorrect!,local
that's totally wrong!,local
that's a hard no from me,local
no don't do that!,local
no that is not right,local
false for sure,local
that's definitely false,local
"nope, that's false",local
"no, that is not right",local
"no, that is inaccurate",local
"no, that can't be right",local
that is untrue,local
i disagree that is false,local
what you just said is false,local
that is erroneous,local
no that's wrong,local
that isn't the right answer,local
the information is wrong,local
that is not correct,local
that is not right,local
that is wrong,local
i'll pass,local
not that one,local
"that's not right, so no",local
the answer is false,local
"no, that is not right at all",local
that is overwhelmingly false,local
that's not right it's false,local
i say negative,local
negative for sure,local
nope,local
no thank you,local
that is not the case,local
no that isn't the case,local
no that isn't it,local
no that isn't correct,local
"that would be ""no",local
you are wrong,local
no that is wrong,local
that is false,local
negative,local
what you just said is wrong,local
that’s actually wrong,local
that’s not correct,local
that’s incorrect,local
are you sure i don’t think that’s correct,local
that'd be a no,local
nada,local
the answer is no,local
i think that's false,local
i believe that to be false,local
it seems not,local
that would be false,local
book an uber for 6 people to go to the movies,online
i need an uber for 6 people to the movies,online
book a 6 person uber to the movies,online
i need an uber to the movies for me and 5 other people,online
i'm going to the movies book an uber for 6 people,online
i need an uber to take me to the mall,online
are there any ubers available that fit 5 people we are going to wendys,online
call an uber that fits 5 people that are on their way to wendys,online
book an uber suitable for seating 5 individuals and headed for the mall,online
book me an uber to olive garden,online
please book an uber for chima's,online
call an uber to mark's house,online
call an uber to mcdonalds,online
i need an uber for 5 people to go to wendys,online
please order an uber for me to go to the zoo,online
can you please book an uber to the zoo,online
order a large uber for 5 people to the zoo,online
schedule an uber to the bean,online
i am in need of an uber to the hospital,online
i need an uber to times square asap,online
i need an uber that will accommodate eight people to go to the closest amc theater,online
can i get an uber for five people to go to the national gallery of art,online
i need to get an uber for three people to go to the zoo,online
i want to get an uber for one person to go to the library,online
i need an uber that fits ten people to go to chipotle,online
get an uber to take me to my brother's house in mineola,online
i need an uber for 3 passengers to go to madison square garden,online
get an uber to pick me up at work and take me home,online
we need an uber pool for 2 passengers going to the greenboro airport,online
find an uber xl to take me to the kroger near me,online
find an uber for two passengers we are going to the airport in toledo,online
"i need an uber with a car seat for 2 adults and one child to take us to wilmington, de",online
get an uber for 4 passengers to get us to the phl airport,online
i need an uber pool from home in the morning at seven to the capitol building,online
i need an uber to class tonight on the mainline campus,online
can i get an uber for 2 home,online
can i get an uber to central park for 5,online
can i get a car to the baseball field for 12,online
can i get an uber for 4 to the mall,online
can i get an uber for myself to the grocery store,online
i need to go to phoenix sky harbor airport using uber,online
can you send me an uber to go to a restaurant in downtown phoenix,online
is there any uber available to take me to the airport,online
i want to reserve an uber to go to the airport,online
i need an uber please,online
help me get an uber to soldier field,online
help me get an uber to ann arbor,online
i need an uber to the sears tower,online
can you get me an uber to the science museum,online
assist me with finding an uber to big ben,online
"book an uber with the destination set to david's house, please",online
i need an uber reserved to take me to the restaurant,online
"i would like an uber going to the train station, please",online
please book me an uber ride to the stadium,online
can you please reserve my uber to go to devon's seafood restaurant,online
can you please order me an uber to get to jfk international,online
"please book me an uber and enter destination penn station, new york",online
"make an uber reservation to the ymca, center city, philadelphia, please",online
i need an uber to get to dulles airport,online
"i would like an uber going to atlantic city, new jersey",online
i need an uber,online
please get me an uber to get to the movies,online
i would like to get an uber to the movies,online
i would like an uber please,online
am i able to get an uber to the movies,online
can you get me an uber to the movies,online
i want an uber,online
i need an uber to the movies,online
get me an uber,online
i would like to request an uber please,online
"uber, i have 3 people who are going to union station",online
i need to get 3 riders to union station,online
i want to book uber for 3 people to union station,online
3 of us need to get to union station via uber,online
can i get an uber to union station for 3 riders,online
i need an uber to the doctor,online
i need to catch an uber to cal expo,online
schedule an uber to the mall,online
get me an uber to the napa winery,online
schedule me an uber to my job,online
schedule me an uber to the mall,online
get me an uber to the airport,online
get me an uber to chilis,online
book an uber to school,online
get an uber to the airport,online
ai i need to go to charlies with eight adults can you get uber,online
ai i have 4 people need to get to get me uber,online
i am stranded and need uber,online
set me up with an uber,online
i will need an uber for 3 to go to jfk airport,online
i need an uber for 2 for orlando,online
get me an uber for 4 heading to miam,online
i will need an uber for 2 people to get to philadelphia,online
i need to uber somewhere,online
help me get an uber,online
schedule an uber for 3 to go to the airport,online
call an uber for 2 people to go to fourth street live,online
i'm going to need an uber to take 4 people to the mall,online
i need an uber for 7 people to go to safire restaurant,online
can you call an uber for 2 to go to proof on main,online
what is 7 x 7,local
please add 456 and 781 for me,local
what is 8 factorial,local
can you tell me what 30% off 279 is,local
"can you tell me what 30% off 235 is, please",local
what is the sum of 3 plus 5,local
"could you tell me what 30% off 235 is, please",local
can you tell me what 30% off 235 is,local
"can you tell me what 30% off 279 is, please",local
what is the sum of 10 plus 5,local
what is 4 + 4,local
what is 60 percent off of 350 dollars,local
what is an 18 percent tip on 20 dollars,local
what is 25 percent of 6999,local
can you tell me what is 18 percent of $2500,local
what is 3/4 of 18,local
i need to know what is 85% of $1500,local
what is 20% of a thousand,local
what is 55 times 300,local
what is the square root of 1 million,local
will you help me with a math problem,local
can you help me solve a math problem,local
how to solve this math problem,local
what is 4 + 7,local
what is 4 x 4,local
what is 2 + 2,local
what is 20+ 5,local
what is 500 x 25,local
what is 2+2,local
what is 10 + 20,local
what is 22+ 6,local
what is the square root of 80,local
what is 5 x 4,local
what is 15% of 3143,local
what is the square root of 10294,local
how many square feet is a 13 by 74 room,local
what is three quarters of one sixth,local
what is 213 times 3,local
what is the square root of 144,local
what is the antilog of 365,local
what is 78 times 85,local
what is 250 times 118 times 9,local
what is 78 times 81 minus 5,local
what is 1785 minus 334 minus 87 plus 374 minus 400 plus 17,local
help me with math,local
i need you to help me with some math if you can,local
please help with my math,local
can you help me do math,local
can you do a math problem,local
what is 1 million twelve hundred divided by 400 thousand,local
what is the square root of 10500,local
what is 20 times 20 times 30,local
what is 10 to the 12th power,local
how much is 50 plus 756,local
what is 750 divided by 5,local
if i win 200000 how do i split it 7 ways,local
what is 900 times 8,local
can you tell me what 80 divided buy 4 is,local
560 divided by 3,local
what is 606 divided by 5,local
subtract 100 from 12,local
what is 005 percent of 1 percent,local
what is the square root of 31,local
what is six divided by 16,local
how many times can 12 go into 600,local
what is the square root of sixteen,local
what is 562 times 400,local
add twelve and twelve please,local
what is 10 + 10,local
what is the square root of 5,local
what is 1/2 times 5/8,local
what is 80980 + 098098 + 80980 + 1243,local
what is 13 times 45,local
what is 34 times 80908,local
what is 90908 divided by 30890,local
what is 38% of 389209,local
what is the square root of 66,local
what is 2/3 x 1/9,local
can you do algebra,local
what is 1 fifth times 2 fifths,local
what's 3 plus 3,local
what's ten times eight,local
i need to know what 75 plus 43 is,local
what do you get if you divide 3 by 2,local
what is the area of a 20 x 20 room,local
subtract 85 from 997,local
what is 20 + 20,local
what is the square root of 2784,local
how many times does 8 go into 2000,local
what is 35 times 23,local
what is 3 to the 6th power,local
what is 63 percent of 145,local
can you calculate 18 divided by 45,local
what is the square root of 104,local
what’s the answer to 5-6=,local
what is the sum of 8 + 3,local
please provide the square root of 36,local
what does 6 x 1 equal,local
what does 2 + 2 equal,local
what is 10000 divided by 20,local
im going to be in canada from august 10th until august 12th,online
im going to be in slovakia from january 16th until january 19th,online
im going to be in paraguay from january 7th until january 10th,online
i'm going to be in thailand from october 15th until october 23rd,online
im going to be in jamaica from october 4th until october 8th,online
my bank needs to know i am going to be out of the country,online
i am going out of country and my bank needs to be notified,online
i need to inform the bank i am going out of country,online
i am going out of country and need to inform my bank,online
tell the bank i'm traveling between denver and la,online
tell my bank i am traveling out of country,online
i'm driving from la to denver and need my bank notified,online
notify my bank i am travailing from denver to la,online
i'm traveling between denver and la so tell my bank,online
i need to let my bank know i am traveling to la,online
